行号,本地化键名,原文,译文,
2116,advancements.thebetweenlands.adventurer.vinyl_enthusiast.description,Collect all Betweenlands music discs,收集所有的交错次元音乐唱片
2117,advancements.thebetweenlands.adventurer.i_think_you_urned_this.title,I Think You've Urned This,我想你刚刚翻过这个了
2118,advancements.thebetweenlands.adventurer.i_think_you_urned_this.description,Loot 20 Alcove Urns,搜刮20个壁龛
2163,advancements.thebetweenlands.fighter.banshees_in_the_barriers.title,Banshees in the Barriers,屏障中的怪兽
2164,advancements.thebetweenlands.fighter.banshees_in_the_barriers.description,Defeat a Barrishee,击败一只壁窟魔怪
2189,advancements.thebetweenlands.farmer.fertile_soil.title,Fertile Soil,肥沃的土壤
2190,advancements.thebetweenlands.farmer.fertile_soil.description,Dig up a worm while making holes for crops,在为作物挖洞的同时挖出一条虫子
2191,advancements.thebetweenlands.farmer.bountiful_barnacles.title,Bountiful Barnacles,丰富的藤壶
2192,advancements.thebetweenlands.farmer.bountiful_barnacles.description,Harvest and replace a cluster of Barnacles,收获并“补种”一簇藤壶
2193,advancements.thebetweenlands.farmer.premium_produce.title,Premium Produce,昂贵特产
2194,advancements.thebetweenlands.farmer.premium_produce.description,Craft and consume a Pearled Pear,合成并吃下一个珍珠梨
2195,advancements.thebetweenlands.farmer.your_bush_smells.title,Your Bush Smells,属于你的灌木丛气息
2196,advancements.thebetweenlands.farmer.your_bush_smells.description,Infuse a Weedwood Bush using a Pheromone Thorax,对一个杂草木灌木使用一次诱素虫胸
2197,advancements.thebetweenlands.farmer.moving_day.title,Moving Day,搬家之日
2198,advancements.thebetweenlands.farmer.moving_day.description,Put Silk Grubs in a Moth House to produce Silk,将结丝蛴虫放在化蛾屋中结茧
2199,advancements.thebetweenlands.farmer.multicore_threading.title,Multicore Threading,多“线”程
2200,advancements.thebetweenlands.farmer.multicore_threading.description,Use lanterns to boost a Moth House's production speed,使用灯笼提高化蛾屋的生产速度
2201,advancements.thebetweenlands.farmer.grubhub_inc.title,Grubhub Inc.,饿虫么外卖
2202,advancements.thebetweenlands.farmer.grubhub_inc.description,Awaken a Grub Hub using Pheromone Extract,用诱素精华灌注育虫坞
2217,advancements.thebetweenlands.herbalist.steep_learning_curve.title,Steep Learning Curve,陡峭的学习曲线
2218,advancements.thebetweenlands.herbalist.steep_learning_curve.description,Place a Steeping Pot,放置一个浸泡锅
2219,advancements.thebetweenlands.herbalist.tea_bagging.title,Tea Bagging,茶包
2220,advancements.thebetweenlands.herbalist.tea_bagging.description,Craft a Silk Bundle and steep some tea,制作虫丝袋并泡些“茶”
2221,advancements.thebetweenlands.herbalist.home_remedy_extraordinaire.title,Home Remedy Extraordinaire,养生秘方
2222,advancements.thebetweenlands.herbalist.home_remedy_extraordinaire.description,Steep all brews,浸泡所有配方
2223,advancements.thebetweenlands.herbalist.you_cant_see_me.title,You Can't See Me,看不见我
2224,advancements.thebetweenlands.herbalist.you_cant_see_me.description,Use the vision aspect to make an Item Frame invisible,在视觉层面使物品展示框隐形
2251,advancements.thebetweenlands.survivalist.uh_oh_stinky.title,"Uh Oh, Stinky",呕哕，臭死了！
2252,advancements.thebetweenlands.survivalist.uh_oh_stinky.description,Use a Fumigant to remove your stench,使用熏蒸剂去除臭味
2253,advancements.thebetweenlands.survivalist.sacrifices_were_made.title,Sacrifices Were Made,蛋与饼不可兼得
2254,advancements.thebetweenlands.survivalist.sacrifices_were_made.description,You can't make an Olmlette without breaking some eggs,打蛋而取蛋饼者也
2269,advancements.thebetweenlands.craftsman.teach_a_man_to_fish.title,Teach a Man to Fish,授人以渔
2270,advancements.thebetweenlands.craftsman.teach_a_man_to_fish.description,Craft a Weedwood Fishing Rod,制作杂草木钓鱼竿
2271,advancements.thebetweenlands.craftsman.fishy_business.title,Fishy Business,腥味十足的生意
2272,advancements.thebetweenlands.craftsman.fishy_business.description,Catch an Anadia using a Weedwood Fishing Rod,钓到一条阿纳迭鱼
2273,advancements.thebetweenlands.craftsman.jar_o_worms.title,Jar O' Worms,罐中之饵
2274,advancements.thebetweenlands.craftsman.jar_o_worms.description,Bait your rod from a Silt Glass Jar full of worms,利用装着蠕虫的淤泥玻璃罐给你的钓鱼竿上饵
2275,advancements.thebetweenlands.craftsman.net_fish_and_chill.title,Net Fish and Chill,闲钓清风不钓鱼
2276,advancements.thebetweenlands.craftsman.net_fish_and_chill.description,Sit back and relax on a Fishing Tackle Box,在钓具箱上坐下来放松一会
2277,advancements.thebetweenlands.craftsman.fish_guts.title,Fish Guts,肝胆相剁
2278,advancements.thebetweenlands.craftsman.fish_guts.description,Craft and use a Trimming Table,制作和使用剁鱼台
2279,advancements.thebetweenlands.craftsman.authentic_flavor.title,Authentic Flavor,地道风味
2280,advancements.thebetweenlands.craftsman.authentic_flavor.description,Use a Smoking Rack to smoke some food,使用烟熏架来烟熏一些食物
2281,advancements.thebetweenlands.craftsman.its_a_trap.title,It's A Trap!,这是陷阱!
2282,advancements.thebetweenlands.craftsman.its_a_trap.description,Obtain a Crab Pot and lure a crab into it,获得一个蟹笼并引诱一只螃蟹进去
2283,advancements.thebetweenlands.craftsman.natures_purifier.title,Nature's Purifier,天然过滤器
2284,advancements.thebetweenlands.craftsman.natures_purifier.description,Use a Crab Pot Filter to convert an item,使用蟹笼过滤器筛选物品
2285,advancements.thebetweenlands.craftsman.aquaman.title,Aquaman,水行侠
2286,advancements.thebetweenlands.craftsman.aquaman.description,Obtain a full suit of Amphibious armor,获得全套水陆盔甲
2287,advancements.thebetweenlands.craftsman.percolation_station.title,Percolation Station,污水处理站
2288,advancements.thebetweenlands.craftsman.percolation_station.description,Place a Water Filter and collect clean water,放置一个滤水器并收集一些过滤水
2289,advancements.thebetweenlands.craftsman.omega_3s.title,Omega 3s,富含ω-3脂肪酸
2290,advancements.thebetweenlands.craftsman.omega_3s.description,Use a Steeping Pot to obtain Fish Oil,使用浸泡锅获得鱼油
2291,advancements.thebetweenlands.craftsman.ill_treat_you_right.title,I'll Treat You Right,精油护理
2292,advancements.thebetweenlands.craftsman.ill_treat_you_right.description,Use Fish Oil to craft Treated Planks,使用鱼油制作防腐木板
2293,advancements.thebetweenlands.craftsman.paint_job.title,Paint Job,油漆工
2294,advancements.thebetweenlands.craftsman.paint_job.description,Use Dye to color a block,使用染料为方块上色
2295,advancements.thebetweenlands.craftsman.let_it_shine.title,Let It Shine,萤火虫之梦
2296,advancements.thebetweenlands.craftsman.let_it_shine.description,Use Glowing Goop on an Item Frame,在物品展示框上使用发光黏液
2297,advancements.thebetweenlands.craftsman.dye_hard.title,Dye Hard,努力的染色家
2298,advancements.thebetweenlands.craftsman.dye_hard.description,Create every dye color using a Steeping Pot,用浸泡锅创造每种染料颜色
